Date,Campaign Name,Ad Set,Ad,Spend,CPM,Impressions,Clicks,Add to Cart,Add Payment Info,Purchase
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$69.00,$6.94,"9,945",60,3,1,1
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$76.00,$5.36,"14,177",298,15,5,4
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$68.00,$5.90,"11,532",171,9,3,3
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$69.00,$6.68,"10,324",496,17,6,4
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$97.00,$5.40,"17,959",575,19,8,6
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$62.00,$5.50,"11,273",457,24,8,6
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$72.00,$5.73,"12,561",791,43,11,7
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$68.00,$5.88,"11,574",598,22,6,5
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$60.00,$5.52,"10,864",404,12,5,4
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$60.00,$6.55,"9,164",73,3,1,1
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$78.00,$5.57,"13,998",428,24,7,5
"May 15, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$93.00,$5.75,"16,162",356,12,3,2
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$66.00,$6.75,"9,782",577,29,11,7
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$90.00,$5.58,"16,115",425,17,5,4
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$64.00,$6.84,"9,352",379,12,3,2
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$96.00,$6.00,"15,990",672,26,7,4
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$85.00,$6.95,"12,230",753,43,12,8
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$61.00,$6.73,"9,069",631,21,7,6
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$80.00,$5.53,"14,479",153,7,2,2
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$99.00,$6.73,"14,705",326,11,4,3
"May 16, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$60.00,$6.17,"9,729",226,12,4,4
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$84.00,$5.31,"15,832",776,27,8,5
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$93.00,$5.78,"16,103",490,23,9,6
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$83.00,$6.15,"13,492",595,31,9,6
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$73.00,$6.62,"11,026",370,19,7,5
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$96.00,$5.31,"18,075",696,33,9,6
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$92.00,$5.64,"16,299",919,40,12,9
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$71.00,$5.32,"13,357",131,8,2,1
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$64.00,$5.18,"12,362",304,14,5,4
"May 17, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$88.00,$5.26,"16,736",261,11,3,2
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$149.00,$9.12,"16,329","1,535",86,34,23
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$153.00,$9.24,"16,559",874,26,9,6
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$156.00,$9.62,"16,216","1,722",88,34,23
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$141.00,$8.95,"15,760","1,225",47,18,14
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$150.00,$10.05,"14,930","1,708",75,23,18
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$147.00,$9.97,"14,752","2,124",125,33,29
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$141.00,$8.36,"16,876","1,249",42,13,10
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$155.00,$8.79,"17,637",847,30,11,9
"May 18, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$144.00,$9.57,"15,049",337,16,4,3
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$143.00,$8.39,"17,047","1,227",60,24,18
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$146.00,$10.44,"13,985","1,320",63,21,13
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$159.00,$9.65,"16,476","1,394",46,17,10
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$153.00,$9.27,"16,498","1,871",97,36,25
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$155.00,$10.92,"14,199","1,656",86,34,28
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$155.00,$9.05,"17,121","1,767",94,24,17
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$150.00,$10.40,"14,417","1,355",47,17,11
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$140.00,$9.11,"15,362",793,34,12,8
"May 19, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$151.00,$8.27,"18,268",285,10,4,2
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$149.00,$10.80,"13,799","1,352",62,18,12
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$146.00,$9.62,"15,177","1,311",68,19,15
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$154.00,$10.72,"14,370","1,267",60,15,13
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$154.00,$8.98,"17,153","1,117",61,17,14
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$151.00,$9.45,"15,976","1,582",68,24,15
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$144.00,$8.10,"17,778","2,347",77,27,22
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$157.00,$10.81,"14,520","1,191",37,10,7
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$151.00,$9.46,"15,963",900,38,12,8
"May 20, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$157.00,$8.06,"19,489",273,16,6,4
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$67.00,$6.19,"10,815",552,27,7,4
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$61.00,$5.76,"10,587",432,23,6,5
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$79.00,$6.62,"11,942",559,30,8,7
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$88.00,$6.46,"13,614",800,42,15,9
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$95.00,$5.09,"18,677",719,30,8,5
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$89.00,$5.47,"16,280",742,36,9,6
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$84.00,$6.40,"13,135",147,5,2,1
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$85.00,$5.73,"14,824",436,16,5,4
"May 21, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$60.00,$5.49,"10,937",162,7,2,1
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$76.00,$5.15,"14,744",811,43,16,12
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$90.00,$5.82,"15,473",458,15,6,4
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$89.00,$5.99,"14,863",401,15,6,5
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$82.00,$5.44,"15,087",713,29,11,7
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$100.00,$5.78,"17,288",989,31,12,8
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$63.00,$6.28,"10,030",650,38,12,8
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$68.00,$5.62,"12,090",92,5,1,1
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$98.00,$5.16,"19,010",411,21,8,5
"May 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$99.00,$5.09,"19,437",303,14,5,4
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$93.00,$5.25,"17,717",673,32,12,10
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$98.00,$6.00,"16,320",405,20,8,5
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$86.00,$5.13,"16,766",483,28,10,7
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$92.00,$5.52,"16,656",735,26,8,6
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$98.00,$6.59,"14,863",687,40,10,7
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$86.00,$6.00,"14,330",808,36,12,10
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$83.00,$5.87,"14,150",85,4,1,1
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$83.00,$5.54,"14,977",503,23,6,4
"May 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$72.00,$5.20,"13,859",322,12,4,3
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$96.00,$6.03,"15,930",733,30,10,7
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$82.00,$5.03,"16,304",443,20,8,5
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$60.00,$6.10,"9,830",478,23,7,4
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$74.00,$5.60,"13,226",555,20,7,6
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$63.00,$5.43,"11,603",574,32,9,7
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$68.00,$5.89,"11,555",513,29,10,7
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$98.00,$6.26,"15,645",169,8,3,2
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$83.00,$5.78,"14,367",371,14,5,3
"May 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$82.00,$6.39,"12,836",272,10,4,2
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$88.00,$5.24,"16,783",973,46,13,8
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$96.00,$6.19,"15,508",434,21,7,5
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$61.00,$6.39,"9,550",413,17,5,3
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$66.00,$5.67,"11,640",379,13,3,3
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$98.00,$5.35,"18,317",987,45,13,11
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$64.00,$6.08,"10,522",391,13,5,4
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$84.00,$6.97,"12,059",106,5,1,1
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$64.00,$6.89,"9,283",251,12,4,3
"May 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$88.00,$5.41,"16,261",325,10,4,3
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$87.00,$6.75,"12,887",735,27,9,7
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$63.00,$6.00,"10,498",260,11,3,2
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$68.00,$6.18,"10,999",544,25,9,7
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$72.00,$5.70,"12,642",451,16,5,4
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$89.00,$6.86,"12,974",642,34,13,10
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$72.00,$6.88,"10,473",566,30,10,7
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$81.00,$5.30,"15,270",113,7,2,2
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$87.00,$5.40,"16,110",416,25,8,7
"May 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$95.00,$5.09,"18,677",418,20,7,5
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$98.00,$5.02,"19,525",722,42,14,10
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$89.00,$6.73,"13,229",434,24,7,6
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$73.00,$5.74,"12,726",424,25,6,5
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$65.00,$6.70,"9,698",356,20,8,7
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$79.00,$5.84,"13,528",833,27,9,8
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$62.00,$5.17,"11,988",432,25,7,5
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$87.00,$5.90,"14,736",150,9,2,2
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$75.00,$6.33,"11,844",220,9,3,3
"May 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$93.00,$5.24,"17,758",305,10,3,3
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$73.00,$5.57,"13,114",590,19,5,4
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$82.00,$6.92,"11,854",531,32,8,6
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$99.00,$6.89,"14,375",543,24,7,5
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$60.00,$6.78,"8,848",381,13,3,3
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$91.00,$5.53,"16,455","1,050",55,15,9
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$78.00,$6.46,"12,073",449,25,8,5
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$72.00,$5.93,"12,132",141,8,3,2
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$61.00,$6.86,"8,896",294,16,4,3
"May 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$68.00,$5.76,"11,816",165,9,3,2
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$73.00,$6.22,"11,740",528,17,6,4
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$63.00,$5.01,"12,581",453,19,7,5
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$95.00,$6.36,"14,949",780,30,9,6
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$75.00,$5.92,"12,660",611,35,11,7
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$83.00,$6.37,"13,022",659,21,6,5
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$71.00,$5.60,"12,684",609,27,9,8
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$64.00,$6.71,"9,531",112,5,2,2
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$97.00,$6.04,"16,061",491,19,7,5
"May 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$100.00,$5.22,"19,166",360,14,4,4
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$97.00,$5.85,"16,582",945,42,17,11
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$97.00,$5.39,"18,000",835,42,16,13
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$62.00,$5.29,"11,717",506,23,6,5
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$81.00,$6.05,"13,392",675,36,13,10
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$82.00,$5.20,"15,760",988,56,21,13
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$99.00,$6.05,"16,365",844,33,12,8
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$97.00,$5.85,"16,589",139,7,2,2
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$67.00,$5.82,"11,505",345,17,5,4
"May 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$75.00,$5.48,"13,677",317,12,4,3
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$94.00,$5.10,"18,438","1,014",33,8,6
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$71.00,$5.19,"13,683",471,18,6,4
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$86.00,$5.23,"16,431",739,27,11,6
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$69.00,$5.21,"13,256",724,30,11,8
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$64.00,$6.30,"10,161",391,21,7,5
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$61.00,$6.88,"8,870",607,24,7,5
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$82.00,$6.16,"13,315",104,4,1,1
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$67.00,$6.08,"11,019",231,9,3,2
"May 31, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$82.00,$6.59,"12,435",219,7,2,1
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - A,$37.00,$25.87,"1,430",247,15,4,3
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - B,$47.00,$25.68,"1,830",346,15,6,4
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - C,$41.00,$27.00,"1,519",398,12,4,3
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,$31.00,$24.44,"1,269",304,16,4,3
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,$34.00,$26.79,"1,269",224,13,3,3
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,$47.00,$24.10,"1,950",218,13,3,3
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,$33.00,$25.95,"1,272",343,12,4,2
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,$50.00,$26.17,"1,910",132,7,2,1
"April 1, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,$44.00,$25.71,"1,711",213,13,4,4
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - A,$39.00,$24.69,"1,579",311,17,6,4
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - B,$46.00,$26.74,"1,720",557,17,7,6
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - C,$30.00,$25.34,"1,184",180,9,4,3
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,$48.00,$25.47,"1,884",407,17,7,5
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,$48.00,$25.01,"1,919",508,26,10,8
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,$43.00,$24.32,"1,768",215,11,4,3
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,$47.00,$26.89,"1,748",472,17,5,4
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,$46.00,$25.47,"1,806",137,8,2,2
"April 2, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,$44.00,$24.13,"1,823",227,9,3,2
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - A,$36.00,$25.19,"1,429",384,13,3,3
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - B,$47.00,$24.70,"1,903",360,13,4,4
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - C,$38.00,$26.47,"1,436",225,8,3,2
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,$50.00,$25.07,"1,994",422,24,7,6
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,$39.00,$25.28,"1,543",438,20,6,4
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,$32.00,$25.92,"1,235",150,8,2,1
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,$38.00,$24.93,"1,524",430,15,4,3
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,$40.00,$24.26,"1,649",148,8,3,2
"April 3, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,$50.00,$25.98,"1,924",251,9,3,2
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - A,$45.00,$26.96,"1,669",345,16,4,3
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - B,$43.00,$26.89,"1,599",276,16,5,4
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - C,$47.00,$26.83,"1,752",459,23,7,6
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,$50.00,$25.54,"1,958",313,19,6,4
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,$40.00,$26.20,"1,527",292,16,6,4
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,$36.00,$26.33,"1,367",249,13,5,3
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,$31.00,$24.08,"1,287",386,14,3,2
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shorts - Animated,$50.00,$25.85,"1,934",267,15,5,4
"April 4, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,$32.00,$26.78,"1,195",201,9,2,2
"April 5, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - A,$40.00,$26.56,"1,506",396,18,5,3
"April 5, 2024",2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Britney - UGC - B,$46.00,$26.39,"1,743",403,24,8,5
